Reasons to Correct Entry,Unique Identifier,ID,Type,Inventory_By,Location_ID,Location,Department_ID,Department,DEPT_New,EPIC_BLDG,EPIC_DEPT,Flr Pln L,Flr Pln N,Flr Pln D,EPIC_LOC,EPIC_Room,Hostname,Serial,Tag,Domain,WS_Type,WS_Strategy,WS_Function,WS_BCA,WS_Com,WS_Mon_Make_1,WS_Mon_Mod_1,Mon 1,WS_Mon_Make_2,WS_Mon_Mod_2,Mon 2,WS_Mon_Make_3,WS_Mon_Mod_3,Mon 3,WS_Mon_Make_4,WS_Mon_Mod_4,Mon 4,WS_Mon_Com,WS_Prnt_Paper,WS_Prnt_baby_WB,WS_Prnt_WB,WS_Prnt_Pharm,WS_Prnt_Patient,WS_Prnt_Spec,WS_Prnt_Script,WS_Prnt_Local,WS_Prnt_Com,Scanner,Webcam,Bioscript,Badge Rdr,CreditCard Rdr,eSignature Pad,Barcode Rdr,WS_Peri_Com,PRNT_Type,PRNT_Queue_Name,PRNT_EPIC_Name,Network Pntr IP,PRNT_Make,PRNT_Model,PRNT_Tray_1,PRNT_Tray_2,PRNT_Tray_3,PRNT_Tray_4,PRNT_Tray_Lock,PRNT_Label_Size,PRNT_Com,BRD_Make,BRD_Model,BRD_OS,BRD_Attached,BRD_Com,BRD_Mon_Mod_1,BRD_Mon_Res_1,BRD_Mon_Orient_1,BRD_Mon_Size_1,BRD_Mon_Mod_2,BRD_Mon_Res_2,BRD_Mon_Orient_2,BRD_Mon_Size_2,BRD_Mon_Com,Duplicate_of_ID,Flr Pln D String,Flagging Reason
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",26,599471,Printer,pa_mgrass,446238,Peconic Bay Medical Center,298430,NRSG - 2 East,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.3.pdf?csf=1&web=1&e=nUQiJP,PBMC_fl_2_sec_2.3,NOT FOUND,BEHIND MA STATION,TP02235,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,,,10.55.4..85,HP,LASERJET 600 M602,,PLAIN PAPER,,,1.0,,,,,,,,,,,0,,,,0,,,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",27,599473,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298430,NRSG - 2 East,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.3.pdf?csf=1&web=1&e=nUQiJP,PBMC_fl_2_sec_2.3,NOT FOUND,WOW IN CORRIDOR,TP0206,LW10RI130NUR011,PF287D9A,L45009,PBMC.ORG,Laptop,Personal,WOW,0,,,,0,,,0,,,0,,,0,,HP LASERJET 602-2 SOUTH,,,,,,,,,,,,,,,HONEYWELL/1902,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",28,599595,Printer,pa_mgrass,446238,Peconic Bay Medical Center,298436,NRSG - ICU,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.3.pdf?csf=1&web=1&e=nUQiJP,PBMC_fl_2_sec_2.3,NOT FOUND,ICU MANAGER OFFICE LEFT DESK,299,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,CICU OFFICE-HP,,10.55.21.140,HP,COLOR LASERJET PRO M454DN,,PLAIN PAPER,,,1.0,,,,,,,,,,,0,,,,0,,,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",29,599601,Printer,pa_mgrass,446238,Peconic Bay Medical Center,298436,NRSG - ICU,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.3.pdf?csf=1&web=1&e=nUQiJP,PBMC_fl_2_sec_2.3,NOT FOUND,BACK RIGHT MA STATION,240,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,2 NORTH B PRESCRIPTION,,10.55.4.240,HP,LASERJET ENTERPRISE M608,PLAIN PAPER,PLAIN PAPER,,,1.0,,,,,,,,,,,0,,,,0,,,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",30,599628,Printer,pa_mgrass,446238,Peconic Bay Medical Center,298436,NRSG - ICU,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.3.pdf?csf=1&web=1&e=nUQiJP,PBMC_fl_2_sec_2.3,NOT FOUND,MIDDLE MA STATION,240,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,HPIDD7572,,172.21.201.64,HP,COLOR LASERJET PRO 4201DN,,PLAIN PAPER,,,1.0,,,,,,,,,,,0,,,,0,,,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",31,599715,Workstation,jrodriguez73,446238,Peconic Bay Medical Center,298436,NRSG - ICU,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_B.pdf?csf=1&web=1&e=03Z4ve,PBMC_fl_2_sec_B,WOW8,CRITICAL CARE OFFICE 233 IN ICU,233,LW10RI130OPR002,MJ0CWXWN,L045839,PBMC.ORG,Laptop,Shared,WOW,0,POWER OFF WHILE PLUGGED IN/ PBMCh - 2,THINKPAD,T490,14,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,WOW8,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",32,599716,Workstation,jrodriguez73,446238,Peconic Bay Medical Center,298436,NRSG - ICU,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_B.pdf?csf=1&web=1&e=03Z4ve,PBMC_fl_2_sec_B,WOW7,WOW IN ICU - STORED IN CRITICAL CARE OFFICE 233,233,LW10RI130MSU001,PF2PWNBB,L051529,PBMC.ORG,Laptop,Shared,WOW,0,PBMCh - 2,THINKPAD,T14,14,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,WOW7,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",33,599813,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,WOW11,WORKSTATION ON WHEELS,TP02437 CENTRAL CORE STERILE AREA BETWEEN OR 5 AND OR 6,LW10RI130RAD003,MJ0E0MJ9,L047346,NSLIJHS.NET,Laptop,Shared,WOW,1,PBMCh - 2,LENOVO,T14,14,,,0,,,0,,,0,,10.55.2.103 - RADIOLOGY X-RAY MAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,WOW11,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",34,599815,Workstation,jrodriguez73,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,NOT FOUND,WOW PACU,PACU,LW10RI130PAU001,PF2254H7,L041105,PBMC.ORG,Laptop,Personal,WOW,0,,LENOVO,T490,14,,,0,,,0,,,0,,10.55.2.70- PACU HP M608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",35,599816,Workstation,jrodriguez73,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,WOW10,W,PACU NURSE STATION,LW10RI130OPR004,MJ0CWYBS,L045840,PBMC.ORG,Laptop,Personal,WOW,0,BROKEN LCD SCREEN TICKET FOR REPAIR CREATED INC1842070 PBMCh - 2,LENOVO,T490,14,,,0,,,0,,,0,,10.55.2.70- PACU NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,WOW10,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",36,599817,Workstation,jrodriguez73,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,NOT FOUND,PACU WORKSTATION,PACU,LW10RI130OPR003,MJ0CWYCQ,L045843,PBMC.ORG,Laptop,Personal,WOW,0,,LENOVO,T490,14,,,0,,,0,,,0,,10.55.2.70- PACU M608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",37,599818,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,WOW14,WOW IN OR RECOVERY ROOM,TP02435,LW10RI130PAU005,PF38XR10,L054497,PBMC.ORG,Laptop,Shared,WOW,1,12/2 PBMCh - 2,LENOVO,T14,14,,,0,,,0,,,0,,10.55.2.70 - PACU-M608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,WOW14,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",38,599819,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,WOW15,WORKSTATION ON WHEELS,TP02405 NEAR PACU 10 WINDOWS,LW10RI130PAU004,PF38VGT2,L054495,PBMC.ORG,Laptop,Shared,WOW,0,PBMCh - 2,LENOVO,T14,14,,,0,,,0,,,0,,10.55.2.70 - PACU-M608,,,,,,,,,,,,,,,HONEYWELL/1950,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,WOW15,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Monitor Info, Incorrect Designator Info",39,599820,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,WOW23,NEXT TO ROOM 3127,NURSE STATION,LW10RI130PAU002,PF223WQJ,L040972,PBMC.ORG,Laptop,Shared,WOW,0,"11/30, PBMCh - 1",,,0,,,0,,,0,,,0,,10.55.2.70 - PACU-M608,,,,,,,,,,,,,,,HONEYWELLL- 1950,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,WOW23,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Monitor Info, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",40,599822,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,WOW16,WORKSTATION ON WHEELS,TP02436 PACU NEAR PACU 10 WINDOWS,LRI130PAU001,PF1TBQJS,L047261,PBMC.ORG,Laptop,Shared,WOW,0,PBMCh - 2,LENOVO,T14,14,,,0,,,0,,,0,,10.55.2.70 - PACU-M608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,WOW16,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",41,599823,Workstation,jrodriguez73,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,WOW20,WOW IN SURGICAL PAVILLION,NURSE STATION,LW10RI130PAU006,PF37QVKQ,L054498,PBMC.ORG,Laptop,Shared,WOW,0,PBMCh - 1,LENOVO,T14,14,,,0,,,0,,,0,,10.55.2.70- PACU M608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,WOW20,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",42,599912,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,WOW12,WORKSTATION ON WHEELS,TP02407 PACU NEAR AMBI 10 WINDOWS,LW10RI130PAU003,PF224AX8,L040978,PBMC.ORG,Laptop,Shared,WOW,0,PBMCh - 2,LENOVO,T490,14,,,0,,,0,,,0,,10.55.2.70 - PACU-M608,,,,,,,,,,,,,,,HONEYWELL/1950,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,WOW12,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",43,599913,Workstation,jrodriguez73,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,WOW13,ENDUCTION 2,TP02409,LRI130PAU006,MJ0DGT6H,L048536,PBMC.ORG,Laptop,Shared,WOW,0,12/2 PBMCh - 2,LENOVO,T14,14,,,0,,,0,,,0,,,,,,,,,,,,,,,,,HONEYWELL 1950,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,WOW13,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",44,599915,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,WOW15,RADIOLOGIST READING,LAB,LRI130PAU003,MJ0CWYDD,L045933,PBMC.ORG,Laptop,Shared,WOW,0,"11/29, PBMCh - 1",LENOVO,T490,14,,,0,,,0,,,0,,10.55.2.70 - PACU-M608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,WOW15,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",45,599933,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,NOT FOUND,RIGHT DESK DOCK STATION,TP02433,L10RI130OPR001,PF2BXT3E,L045141,PBMC.ORG,Laptop,Personal,Office,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",46,599937,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,NOT FOUND,MACHINE ON DESK,TP02429,WW10RI130MED004,MJ0G68V4,D089984,NSLIJHS.NET,Desktop,Personal,Office,0,,THINKVISION,S22E-20,22,,,0,,,0,,,0,,10.55.12.49 - RICOH PRINTER,,,,,,,,,,NEXIGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",47,599942,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,NOT FOUND,MIDDLE MACHINE ON RIGHT,TP02429,WW10RI130SIS013,MJ05WZJN,,NSLIJHS.NET,Desktop,Personal,Office,0,,THINKVISION,T24I-20,24,,,0,,,0,,,0,,HPF845C0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",48,599945,Workstation,jrodriguez73,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,NOT FOUND,OFFICE COMPUTER,TP02431,LRI130OPR001,0F01J5Y230201J,L063208,PBMC.ORG,Laptop,Personal,Office,0,,THINKVISION,S22E-20,22,DELL,E2214H,22,,,0,,,0,,HP OFFICEJET PRO 8710 PCL-3(NETWORK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",49,599955,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,NOT FOUND,LAPTOP BY WINDOW DESK,TP02429,LW10MH600ANS007,PF38ZTHB,L055997,PBMC.ORG,Laptop,Personal,Office,0,,LENOVO,T14,14,,,0,,,0,,,0,,HPF845C0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
